ctgov,cause,time,estimate
NCT00274599,Adverse Event,89,0.9583
NCT00274599,Adverse Event,90,0.9569
NCT00274599,Adverse Event,138,0.9569
NCT00274599,Lack of Efficacy,1,1
NCT00274599,Lack of Efficacy,10,1
NCT00274599,Lack of Efficacy,11,0.9988
NCT00274599,Lack of Efficacy,16,0.9988
NCT00274599,Lack of Efficacy,18,0.9975
NCT00274599,Lack of Efficacy,24,0.9975
NCT00274599,Lack of Efficacy,25,0.9962
NCT00274599,Lack of Efficacy,48,0.9962
NCT00274599,Lack of Efficacy,49,0.9949
NCT00274599,Lack of Efficacy,50,0.9949
NCT00274599,Lack of Efficacy,52,0.9936
NCT00274599,Lack of Efficacy,53,0.9923
NCT00274599,Lack of Efficacy,54,0.9923
NCT00274599,Lack of Efficacy,56,0.9897
NCT00274599,Lack of Efficacy,60,0.9897
NCT00274599,Lack of Efficacy,61,0.9884
NCT00274599,Lack of Efficacy,69,0.9884
NCT00274599,Lack of Efficacy,70,0.987
NCT00274599,Lack of Efficacy,75,0.987
NCT00274599,Lack of Efficacy,78,0.9857
NCT00274599,Lack of Efficacy,79,0.9857
NCT00274599,Lack of Efficacy,81,0.9843
NCT00274599,Lack of Efficacy,138,0.9843
NCT00274599,Lost to Follow-up,1,0.9988
NCT00274599,Lost to Follow-up,13,0.9988
NCT00274599,Lost to Follow-up,14,0.9963
NCT00274599,Lost to Follow-up,20,0.9963
NCT00274599,Lost to Follow-up,21,0.9937
NCT00274599,Lost to Follow-up,49,0.9937
NCT00274599,Lost to Follow-up,50,0.9924
NCT00274599,Lost to Follow-up,53,0.9924
NCT00274599,Lost to Follow-up,54,0.9911
NCT00274599,Lost to Follow-up,55,0.9911
NCT00274599,Lost to Follow-up,56,0.9898
NCT00274599,Lost to Follow-up,68,0.9898
NCT00274599,Lost to Follow-up,70,0.9871
NCT00274599,Lost to Follow-up,138,0.9871
NCT00274599,Other/Miscellaneous,1,0.9975
NCT00274599,Other/Miscellaneous,3,0.9963
NCT00274599,Other/Miscellaneous,5,0.9963
NCT00274599,Other/Miscellaneous,6,0.9951
NCT00274599,Other/Miscellaneous,11,0.9951
NCT00274599,Other/Miscellaneous,13,0.9938
NCT00274599,Other/Miscellaneous,14,0.9926
NCT00274599,Other/Miscellaneous,16,0.9913
NCT00274599,Other/Miscellaneous,21,0.9913
NCT00274599,Other/Miscellaneous,22,0.9901
NCT00274599,Other/Miscellaneous,44,0.9901
NCT00274599,Other/Miscellaneous,48,0.9888
NCT00274599,Other/Miscellaneous,54,0.9888
NCT00274599,Other/Miscellaneous,55,0.9875
NCT00274599,Other/Miscellaneous,138,0.9875
NCT00274599,Voluntary Withdrawal,1,0.9988
NCT00274599,Voluntary Withdrawal,6,0.9988
NCT00274599,Voluntary Withdrawal,7,0.9975
NCT00274599,Voluntary Withdrawal,14,0.9975
NCT00274599,Voluntary Withdrawal,16,0.9963
NCT00274599,Voluntary Withdrawal,24,0.9963
NCT00274599,Voluntary Withdrawal,25,0.995
NCT00274599,Voluntary Withdrawal,41,0.995
NCT00274599,Voluntary Withdrawal,44,0.9937
NCT00274599,Voluntary Withdrawal,52,0.9937
NCT00274599,Voluntary Withdrawal,53,0.9924
NCT00274599,Voluntary Withdrawal,54,0.9924
NCT00274599,Voluntary Withdrawal,55,0.9911
NCT00274599,Voluntary Withdrawal,56,0.9911
NCT00274599,Voluntary Withdrawal,60,0.9885
NCT00274599,Voluntary Withdrawal,61,0.9871
NCT00274599,Voluntary Withdrawal,66,0.9871
NCT00274599,Voluntary Withdrawal,67,0.9858
NCT00274599,Voluntary Withdrawal,69,0.9858
NCT00274599,Voluntary Withdrawal,71,0.9831
NCT00274599,Voluntary Withdrawal,75,0.9818
NCT00274599,Voluntary Withdrawal,78,0.9818
NCT00274599,Voluntary Withdrawal,79,0.9804
NCT00274599,Voluntary Withdrawal,81,0.9804
NCT00274599,Voluntary Withdrawal,83,0.9777
NCT00274599,Voluntary Withdrawal,85,0.9777
NCT00274599,Voluntary Withdrawal,86,0.9764
NCT00274599,Voluntary Withdrawal,138,0.9764
NCT00274612,Adverse Event,1,0.9988
NCT00274612,Adverse Event,2,0.9975
NCT00274612,Adverse Event,5,0.9975
NCT00274612,Adverse Event,11,0.9937
NCT00274612,Adverse Event,13,0.99
NCT00274612,Adverse Event,19,0.9875
NCT00274612,Adverse Event,21,0.9849
NCT00274612,Adverse Event,23,0.9837
NCT00274612,Adverse Event,24,0.9812
NCT00274612,Adverse Event,32,0.9774
NCT00274612,Adverse Event,44,0.9774
NCT00274612,Adverse Event,47,0.9748
NCT00274612,Adverse Event,56,0.9736
NCT00274612,Adverse Event,58,0.971
NCT00274612,Adverse Event,63,0.9697
NCT00274612,Adverse Event,64,0.967
NCT00274612,Adverse Event,65,0.9657
NCT00274612,Adverse Event,70,0.9631
NCT00274612,Adverse Event,73,0.9605
NCT00274612,Adverse Event,76,0.9591
NCT00274612,Adverse Event,79,0.9591
NCT00274612,Adverse Event,80,0.9578
NCT00274612,Adverse Event,83,0.9578
NCT00274612,Adverse Event,85,0.9551
NCT00274612,Adverse Event,89,0.9551
NCT00274612,Adverse Event,90,0.9538
NCT00274612,Adverse Event,131,0.9538
NCT00274612,Lack of Efficacy,1,1
NCT00274612,Lack of Efficacy,2,1
NCT00274612,Lack of Efficacy,5,0.9987
NCT00274612,Lack of Efficacy,32,0.9987
NCT00274612,Lack of Efficacy,34,0.9975
NCT00274612,Lack of Efficacy,44,0.9962
NCT00274612,Lack of Efficacy,45,0.9962
NCT00274612,Lack of Efficacy,47,0.9949
NCT00274612,Lack of Efficacy,53,0.9949
NCT00274612,Lack of Efficacy,55,0.9897
NCT00274612,Lack of Efficacy,56,0.9883
NCT00274612,Lack of Efficacy,58,0.9883
NCT00274612,Lack of Efficacy,60,0.987
NCT00274612,Lack of Efficacy,131,0.987
NCT00274612,Other/Miscellaneous,1,1
NCT00274612,Other/Miscellaneous,12,1
NCT00274612,Other/Miscellaneous,13,0.9987
NCT00274612,Other/Miscellaneous,14,0.9962
NCT00274612,Other/Miscellaneous,19,0.9962
NCT00274612,Other/Miscellaneous,20,0.9949
NCT00274612,Other/Miscellaneous,32,0.9949
NCT00274612,Other/Miscellaneous,34,0.9937
NCT00274612,Other/Miscellaneous,53,0.9937
NCT00274612,Other/Miscellaneous,54,0.9898
NCT00274612,Other/Miscellaneous,55,0.9885
NCT00274612,Other/Miscellaneous,56,0.9845
NCT00274612,Other/Miscellaneous,61,0.9845
NCT00274612,Other/Miscellaneous,63,0.9819
NCT00274612,Other/Miscellaneous,65,0.9819
NCT00274612,Other/Miscellaneous,68,0.9805
NCT00274612,Other/Miscellaneous,81,0.9805
NCT00274612,Other/Miscellaneous,82,0.9792
NCT00274612,Other/Miscellaneous,95,0.9792
NCT00274612,Other/Miscellaneous,96,0.9777
NCT00274612,Other/Miscellaneous,131,0.9777
NCT00277264,Adverse Event,1,0.9989
NCT00277264,Adverse Event,4,0.9945
NCT00277264,Adverse Event,7,0.9835
NCT00277264,Adverse Event,11,0.9791
NCT00277264,Adverse Event,14,0.9679
NCT00277264,Adverse Event,18,0.9657
NCT00277264,Adverse Event,21,0.959
NCT00277264,Adverse Event,26,0.9556
NCT00277264,Adverse Event,30,0.95
NCT00277264,Adverse Event,54,0.9376
NCT00277264,Adverse Event,75,0.9318
NCT00277264,Adverse Event,78,0.9272
NCT00277264,Adverse Event,101,0.9261
NCT00277264,Adverse Event,120,0.919
NCT00277264,Adverse Event,140,0.9178
NCT00277264,Adverse Event,149,0.9082
NCT00277264,Adverse Event,160,0.9058
NCT00277264,Adverse Event,162,0.9034
NCT00277264,Adverse Event,194,0.8961
NCT00277264,Adverse Event,217,0.8937
NCT00277264,Adverse Event,247,0.8838
NCT00277264,Adverse Event,287,0.8776
NCT00277264,Adverse Event,314,0.8776
NCT00277264,Adverse Event,319,0.8763
NCT00277264,Adverse Event,322,0.8723
NCT00277264,Adverse Event,334,0.8723
NCT00277264,Adverse Event,335,0.8703
NCT00277264,Adverse Event,393,0.8703
NCT00277264,Other/Miscellaneous,1,1
NCT00277264,Other/Miscellaneous,2,1
NCT00277264,Other/Miscellaneous,3,0.9989
NCT00277264,Other/Miscellaneous,10,0.9989
NCT00277264,Other/Miscellaneous,11,0.9978
NCT00277264,Other/Miscellaneous,13,0.9978
NCT00277264,Other/Miscellaneous,14,0.9966
NCT00277264,Other/Miscellaneous,38,0.9966
NCT00277264,Other/Miscellaneous,40,0.9954
NCT00277264,Other/Miscellaneous,75,0.9954
NCT00277264,Other/Miscellaneous,76,0.993
NCT00277264,Other/Miscellaneous,77,0.9917
NCT00277264,Other/Miscellaneous,171,0.9917
NCT00277264,Other/Miscellaneous,178,0.9904
NCT00277264,Other/Miscellaneous,194,0.9904
NCT00277264,Other/Miscellaneous,197,0.9891
NCT00277264,Other/Miscellaneous,238,0.9891
NCT00277264,Other/Miscellaneous,240,0.9877
NCT00277264,Other/Miscellaneous,245,0.9877
NCT00277264,Other/Miscellaneous,246,0.9863
NCT00277264,Other/Miscellaneous,270,0.9863
NCT00277264,Other/Miscellaneous,272,0.9849
NCT00277264,Other/Miscellaneous,315,0.9849
NCT00277264,Other/Miscellaneous,316,0.9835
NCT00277264,Other/Miscellaneous,393,0.9835
NCT00277264,Protocol Violation,1,1
NCT00277264,Protocol Violation,5,1
NCT00277264,Protocol Violation,6,0.9989
NCT00277264,Protocol Violation,9,0.9989
NCT00277264,Protocol Violation,10,0.9978
NCT00277264,Protocol Violation,34,0.9978
NCT00277264,Protocol Violation,35,0.9966
NCT00277264,Protocol Violation,54,0.9966
NCT00277264,Protocol Violation,56,0.9954
NCT00277264,Protocol Violation,57,0.9942
NCT00277264,Protocol Violation,69,0.9942
NCT00277264,Protocol Violation,70,0.9929
NCT00277264,Protocol Violation,84,0.9929
NCT00277264,Protocol Violation,89,0.9917
NCT00277264,Protocol Violation,93,0.9904
NCT00277264,Protocol Violation,108,0.9904
NCT00277264,Protocol Violation,112,0.9879
NCT00277264,Protocol Violation,113,0.9866
NCT00277264,Protocol Violation,221,0.9866
NCT00277264,Protocol Violation,223,0.9853
NCT00277264,Protocol Violation,224,0.9839
NCT00277264,Protocol Violation,326,0.9839
NCT00277264,Protocol Violation,327,0.9823
NCT00277264,Protocol Violation,393,0.9823
NCT00277264,Voluntary Withdrawal,1,0.9989
NCT00277264,Voluntary Withdrawal,2,0.9967
NCT00277264,Voluntary Withdrawal,8,0.9956
NCT00277264,Voluntary Withdrawal,16,0.9843
NCT00277264,Voluntary Withdrawal,24,0.9843
NCT00277264,Voluntary Withdrawal,26,0.9809
NCT00277264,Voluntary Withdrawal,40,0.9785
NCT00277264,Voluntary Withdrawal,54,0.9715
NCT00277264,Voluntary Withdrawal,63,0.9715
NCT00277264,Voluntary Withdrawal,72,0.9691
NCT00277264,Voluntary Withdrawal,78,0.9608
NCT00277264,Voluntary Withdrawal,84,0.9584
NCT00277264,Voluntary Withdrawal,93,0.9584
NCT00277264,Voluntary Withdrawal,98,0.9535
NCT00277264,Voluntary Withdrawal,108,0.9475
NCT00277264,Voluntary Withdrawal,120,0.9475
NCT00277264,Voluntary Withdrawal,123,0.9462
NCT00277264,Voluntary Withdrawal,125,0.9426
NCT00277264,Voluntary Withdrawal,141,0.9377
NCT00277264,Voluntary Withdrawal,162,0.9352
NCT00277264,Voluntary Withdrawal,167,0.9327
NCT00277264,Voluntary Withdrawal,206,0.9302
NCT00277264,Voluntary Withdrawal,211,0.9251
NCT00277264,Voluntary Withdrawal,226,0.9213
NCT00277264,Voluntary Withdrawal,259,0.92
NCT00277264,Voluntary Withdrawal,270,0.9187
NCT00277264,Voluntary Withdrawal,274,0.9161
NCT00277264,Voluntary Withdrawal,393,0.9139
NCT00321854,Adverse Event,2,0.9981
NCT00321854,Adverse Event,9,0.9963
NCT00321854,Adverse Event,19,0.9869
NCT00321854,Adverse Event,27,0.9869
NCT00321854,Adverse Event,35,0.9793
NCT00321854,Adverse Event,43,0.9774
NCT00321854,Adverse Event,60,0.9622
NCT00321854,Adverse Event,83,0.9525
NCT00321854,Adverse Event,92,0.9428
NCT00321854,Adverse Event,111,0.9329
NCT00321854,Adverse Event,117,0.925
NCT00321854,Adverse Event,140,0.9211
NCT00321854,Adverse Event,197,0.8949
NCT00321854,Adverse Event,223,0.8868
NCT00321854,Adverse Event,246,0.8847
NCT00321854,Adverse Event,250,0.8785
NCT00321854,Adverse Event,262,0.8785
NCT00321854,Adverse Event,268,0.8722
NCT00321854,Adverse Event,294,0.868
NCT00321854,Adverse Event,310,0.8531
NCT00321854,Adverse Event,343,0.8464
NCT00321854,Adverse Event,349,0.8391
NCT00321854,Adverse Event,364,0.8391
NCT00321854,Adverse Event,371,0.8338
NCT00321854,Adverse Event,387,0.831
NCT00321854,Adverse Event,412,0.831
NCT00321854,Adverse Event,413,0.8281
NCT00321854,Adverse Event,500,0.8281
NCT00321854,Lack of Efficacy,2,1
NCT00321854,Lack of Efficacy,52,0.9981
NCT00321854,Lack of Efficacy,56,0.9942
NCT00321854,Lack of Efficacy,60,0.9942
NCT00321854,Lack of Efficacy,65,0.9902
NCT00321854,Lack of Efficacy,91,0.9902
NCT00321854,Lack of Efficacy,92,0.9882
NCT00321854,Lack of Efficacy,114,0.9861
NCT00321854,Lack of Efficacy,115,0.984
NCT00321854,Lack of Efficacy,164,0.9819
NCT00321854,Lack of Efficacy,168,0.9775
NCT00321854,Lack of Efficacy,189,0.9754
NCT00321854,Lack of Efficacy,195,0.971
NCT00321854,Lack of Efficacy,211,0.971
NCT00321854,Lack of Efficacy,228,0.9665
NCT00321854,Lack of Efficacy,251,0.9665
NCT00321854,Lack of Efficacy,252,0.9642
NCT00321854,Lack of Efficacy,262,0.9619
NCT00321854,Lack of Efficacy,287,0.9619
NCT00321854,Lack of Efficacy,298,0.9596
NCT00321854,Lack of Efficacy,299,0.9572
NCT00321854,Lack of Efficacy,311,0.9572
NCT00321854,Lack of Efficacy,312,0.9548
NCT00321854,Lack of Efficacy,351,0.9548
NCT00321854,Lack of Efficacy,352,0.9519
NCT00321854,Lack of Efficacy,376,0.9519
NCT00321854,Lack of Efficacy,385,0.9488
NCT00321854,Lack of Efficacy,500,0.9488
NCT00321854,Protocol Violation,2,1
NCT00321854,Protocol Violation,19,1
NCT00321854,Protocol Violation,22,0.9981
NCT00321854,Protocol Violation,28,0.9981
NCT00321854,Protocol Violation,29,0.9962
NCT00321854,Protocol Violation,83,0.9962
NCT00321854,Protocol Violation,84,0.9942
NCT00321854,Protocol Violation,89,0.9942
NCT00321854,Protocol Violation,90,0.9921
NCT00321854,Protocol Violation,104,0.9921
NCT00321854,Protocol Violation,105,0.99
NCT00321854,Protocol Violation,155,0.99
NCT00321854,Protocol Violation,160,0.9879
NCT00321854,Protocol Violation,206,0.9879
NCT00321854,Protocol Violation,208,0.9856
NCT00321854,Protocol Violation,211,0.9834
NCT00321854,Protocol Violation,253,0.9834
NCT00321854,Protocol Violation,258,0.981
NCT00321854,Protocol Violation,273,0.981
NCT00321854,Protocol Violation,278,0.9787
NCT00321854,Protocol Violation,415,0.9787
NCT00321854,Protocol Violation,416,0.9748
NCT00321854,Protocol Violation,500,0.9748
NCT00321854,Voluntary Withdrawal,2,1
NCT00321854,Voluntary Withdrawal,9,0.9963
NCT00321854,Voluntary Withdrawal,22,0.9963
NCT00321854,Voluntary Withdrawal,29,0.9944
NCT00321854,Voluntary Withdrawal,30,0.9924
NCT00321854,Voluntary Withdrawal,34,0.9924
NCT00321854,Voluntary Withdrawal,35,0.9905
NCT00321854,Voluntary Withdrawal,45,0.9905
NCT00321854,Voluntary Withdrawal,56,0.9886
NCT00321854,Voluntary Withdrawal,58,0.9866
NCT00321854,Voluntary Withdrawal,71,0.9866
NCT00321854,Voluntary Withdrawal,72,0.9847
NCT00321854,Voluntary Withdrawal,85,0.9807
NCT00321854,Voluntary Withdrawal,88,0.9767
NCT00321854,Voluntary Withdrawal,90,0.9767
NCT00321854,Voluntary Withdrawal,91,0.9746
NCT00321854,Voluntary Withdrawal,117,0.9746
NCT00321854,Voluntary Withdrawal,119,0.9726
NCT00321854,Voluntary Withdrawal,128,0.9705
NCT00321854,Voluntary Withdrawal,155,0.9705
NCT00321854,Voluntary Withdrawal,180,0.9641
NCT00321854,Voluntary Withdrawal,228,0.9641
NCT00321854,Voluntary Withdrawal,231,0.9596
NCT00321854,Voluntary Withdrawal,250,0.9596
NCT00321854,Voluntary Withdrawal,253,0.9551
NCT00321854,Voluntary Withdrawal,268,0.9551
NCT00321854,Voluntary Withdrawal,273,0.9528
NCT00321854,Voluntary Withdrawal,500,0.9528
NCT00384930,Adverse Event,2,1
NCT00384930,Adverse Event,5,1
NCT00384930,Adverse Event,9,0.9952
NCT00384930,Adverse Event,10,0.9952
NCT00384930,Adverse Event,11,0.9943
NCT00384930,Adverse Event,13,0.9895
NCT00384930,Adverse Event,15,0.9895
NCT00384930,Adverse Event,17,0.9875
NCT00384930,Adverse Event,20,0.9875
NCT00384930,Adverse Event,22,0.9856
NCT00384930,Adverse Event,27,0.9846
NCT00384930,Adverse Event,28,0.9808
NCT00384930,Adverse Event,31,0.9798
NCT00384930,Adverse Event,35,0.9768
NCT00384930,Adverse Event,36,0.9748
NCT00384930,Adverse Event,44,0.9748
NCT00384930,Adverse Event,47,0.9728
NCT00384930,Adverse Event,55,0.9728
NCT00384930,Adverse Event,56,0.9667
NCT00384930,Adverse Event,57,0.9636
NCT00384930,Adverse Event,59,0.9605
NCT00384930,Adverse Event,63,0.9605
NCT00384930,Adverse Event,66,0.9585
NCT00384930,Adverse Event,73,0.9575
NCT00384930,Adverse Event,74,0.9564
NCT00384930,Adverse Event,81,0.9564
NCT00384930,Other/Miscellaneous,2,0.9953
NCT00384930,Other/Miscellaneous,9,0.9953
NCT00384930,Other/Miscellaneous,10,0.9943
NCT00384930,Other/Miscellaneous,13,0.9943
NCT00384930,Other/Miscellaneous,14,0.9933
NCT00384930,Other/Miscellaneous,16,0.9933
NCT00384930,Other/Miscellaneous,17,0.9924
NCT00384930,Other/Miscellaneous,19,0.9914
NCT00384930,Other/Miscellaneous,23,0.9914
NCT00384930,Other/Miscellaneous,25,0.9904
NCT00384930,Other/Miscellaneous,26,0.9904
NCT00384930,Other/Miscellaneous,27,0.9895
NCT00384930,Other/Miscellaneous,28,0.9875
NCT00384930,Other/Miscellaneous,29,0.9875
NCT00384930,Other/Miscellaneous,33,0.9835
NCT00384930,Other/Miscellaneous,36,0.9835
NCT00384930,Other/Miscellaneous,37,0.9825
NCT00384930,Other/Miscellaneous,38,0.9825
NCT00384930,Other/Miscellaneous,41,0.9805
NCT00384930,Other/Miscellaneous,42,0.9805
NCT00384930,Other/Miscellaneous,44,0.9785
NCT00384930,Other/Miscellaneous,56,0.9785
NCT00384930,Other/Miscellaneous,57,0.9764
NCT00384930,Other/Miscellaneous,72,0.9764
NCT00384930,Other/Miscellaneous,73,0.9753
NCT00384930,PI/Sponsor Decision,2,1
NCT00384930,PI/Sponsor Decision,27,1
NCT00384930,PI/Sponsor Decision,28,0.999
NCT00384930,PI/Sponsor Decision,29,0.996
NCT00384930,PI/Sponsor Decision,32,0.996
NCT00384930,PI/Sponsor Decision,33,0.995
NCT00384930,PI/Sponsor Decision,41,0.995
NCT00384930,PI/Sponsor Decision,42,0.994
NCT00384930,PI/Sponsor Decision,54,0.994
NCT00384930,PI/Sponsor Decision,55,0.9929
NCT00384930,PI/Sponsor Decision,59,0.9929
NCT00384930,PI/Sponsor Decision,60,0.9919
NCT00384930,PI/Sponsor Decision,64,0.9919
NCT00384930,PI/Sponsor Decision,65,0.9908
NCT00384930,PI/Sponsor Decision,68,0.9908
NCT00384930,PI/Sponsor Decision,70,0.9887
NCT00384930,PI/Sponsor Decision,75,0.9887
NCT00384930,PI/Sponsor Decision,76,0.9876
NCT00384930,PI/Sponsor Decision,80,0.9876
NCT00384930,PI/Sponsor Decision,81,0.9864
NCT00384930,PI/Sponsor Decision,82,0.9864
NCT00384930,PI/Sponsor Decision,83,0.9852
NCT00384930,Protocol Violation,2,1
NCT00384930,Protocol Violation,4,0.999
NCT00384930,Protocol Violation,7,0.999
NCT00384930,Protocol Violation,8,0.9981
NCT00384930,Protocol Violation,27,0.9981
NCT00384930,Protocol Violation,28,0.9971
NCT00384930,Protocol Violation,32,0.9971
NCT00384930,Protocol Violation,33,0.9951
NCT00384930,Protocol Violation,36,0.9951
NCT00384930,Protocol Violation,37,0.9941
NCT00384930,Protocol Violation,52,0.9941
NCT00384930,Protocol Violation,53,0.993
NCT00384930,Protocol Violation,55,0.993
NCT00384930,Protocol Violation,56,0.992
NCT00384930,Protocol Violation,60,0.992
NCT00384930,Protocol Violation,61,0.9909
NCT00384930,Protocol Violation,65,0.9909
NCT00384930,Protocol Violation,66,0.9899
NCT00384930,Protocol Violation,70,0.9899
NCT00384930,Protocol Violation,71,0.9888
NCT00384930,Voluntary Withdrawal,2,1
NCT00384930,Voluntary Withdrawal,5,0.999
NCT00384930,Voluntary Withdrawal,6,0.9962
NCT00384930,Voluntary Withdrawal,9,0.9933
NCT00384930,Voluntary Withdrawal,14,0.9933
NCT00384930,Voluntary Withdrawal,15,0.9924
NCT00384930,Voluntary Withdrawal,19,0.9924
NCT00384930,Voluntary Withdrawal,20,0.9914
NCT00384930,Voluntary Withdrawal,26,0.9914
NCT00384930,Voluntary Withdrawal,27,0.9904
NCT00384930,Voluntary Withdrawal,29,0.9836
NCT00384930,Voluntary Withdrawal,31,0.9806
NCT00384930,Voluntary Withdrawal,35,0.9806
NCT00384930,Voluntary Withdrawal,38,0.9786
NCT00384930,Voluntary Withdrawal,47,0.9786
NCT00384930,Voluntary Withdrawal,50,0.9755
NCT00384930,Voluntary Withdrawal,53,0.9745
NCT00384930,Voluntary Withdrawal,54,0.9725
NCT00384930,Voluntary Withdrawal,56,0.9705
NCT00384930,Voluntary Withdrawal,61,0.9705
NCT00384930,Voluntary Withdrawal,65,0.9684
NCT00384930,Voluntary Withdrawal,70,0.9684
NCT00384930,Voluntary Withdrawal,71,0.9663
NCT00384930,Voluntary Withdrawal,74,0.9663
NCT00384930,Voluntary Withdrawal,75,0.9652
NCT00384930,Voluntary Withdrawal,82,0.9652
NCT00402233,Adverse Event,3,1
NCT00402233,Adverse Event,11,1
NCT00402233,Adverse Event,13,0.9967
NCT00402233,Adverse Event,16,0.9902
NCT00402233,Adverse Event,17,0.9869
NCT00402233,Adverse Event,18,0.9739
NCT00402233,Adverse Event,20,0.9706
NCT00402233,Adverse Event,22,0.951
NCT00402233,Adverse Event,24,0.9477
NCT00402233,Adverse Event,25,0.9445
NCT00402233,Adverse Event,27,0.9445
NCT00402233,Adverse Event,28,0.9412
NCT00402233,Adverse Event,31,0.9379
NCT00402233,Adverse Event,32,0.9346
NCT00402233,Adverse Event,34,0.9313
NCT00402233,Adverse Event,35,0.9313
NCT00402233,Adverse Event,42,0.928
NCT00402233,Adverse Event,45,0.9247
NCT00402233,Adverse Event,49,0.9214
NCT00402233,Adverse Event,62,0.9214
NCT00402233,Adverse Event,67,0.9181
NCT00402233,Adverse Event,68,0.9181
NCT00402233,Adverse Event,70,0.9148
NCT00402233,Adverse Event,100,0.9148
NCT00466167,Adverse Event,1,0.9981
NCT00466167,Adverse Event,3,0.9942
NCT00466167,Adverse Event,7,0.9942
NCT00466167,Adverse Event,13,0.9903
NCT00466167,Adverse Event,14,0.9883
NCT00466167,Adverse Event,20,0.9864
NCT00466167,Adverse Event,22,0.9844
NCT00466167,Adverse Event,28,0.9844
NCT00466167,Adverse Event,35,0.9765
NCT00466167,Adverse Event,43,0.9745
NCT00466167,Adverse Event,47,0.9706
NCT00466167,Adverse Event,55,0.9706
NCT00466167,Adverse Event,58,0.9666
NCT00466167,Adverse Event,67,0.9625
NCT00466167,Adverse Event,79,0.9625
NCT00466167,Adverse Event,80,0.9605
NCT00466167,Adverse Event,94,0.9605
NCT00466167,Adverse Event,97,0.9585
NCT00466167,Adverse Event,112,0.9585
NCT00466167,Adverse Event,120,0.9564
NCT00466167,Adverse Event,123,0.9544
NCT00466167,Adverse Event,133,0.9544
NCT00466167,Adverse Event,140,0.95
NCT00466167,Adverse Event,154,0.95
NCT00466167,Adverse Event,155,0.9477
NCT00466167,Adverse Event,160,0.9477
NCT00466167,Adverse Event,161,0.9454
NCT00466167,Adverse Event,273,0.9454
NCT00466167,Voluntary Withdrawal,1,1
NCT00466167,Voluntary Withdrawal,2,1
NCT00466167,Voluntary Withdrawal,5,0.9942
NCT00466167,Voluntary Withdrawal,22,0.9942
NCT00466167,Voluntary Withdrawal,23,0.9922
NCT00466167,Voluntary Withdrawal,35,0.9902
NCT00466167,Voluntary Withdrawal,47,0.9902
NCT00466167,Voluntary Withdrawal,49,0.9861
NCT00466167,Voluntary Withdrawal,55,0.9861
NCT00466167,Voluntary Withdrawal,56,0.9841
NCT00466167,Voluntary Withdrawal,67,0.9841
NCT00466167,Voluntary Withdrawal,68,0.9821
NCT00466167,Voluntary Withdrawal,97,0.9821
NCT00466167,Voluntary Withdrawal,111,0.9779
NCT00466167,Voluntary Withdrawal,148,0.9756
NCT00466167,Voluntary Withdrawal,149,0.9733
NCT00466167,Voluntary Withdrawal,161,0.9733
NCT00466167,Voluntary Withdrawal,162,0.9709
NCT00466167,Voluntary Withdrawal,166,0.9709
NCT00466167,Voluntary Withdrawal,168,0.9684
NCT00466167,Voluntary Withdrawal,180,0.9684
NCT00466167,Voluntary Withdrawal,182,0.9658
NCT00466167,Voluntary Withdrawal,198,0.9658
NCT00466167,Voluntary Withdrawal,201,0.963
NCT00466167,Voluntary Withdrawal,230,0.963
NCT00466167,Voluntary Withdrawal,231,0.9588
NCT00466167,Voluntary Withdrawal,273,0.9588
NCT00472199,Adverse Event,1,0.9939
NCT00472199,Adverse Event,2,0.9878
NCT00472199,Adverse Event,4,0.9848
NCT00472199,Adverse Event,7,0.9726
NCT00472199,Adverse Event,13,0.9695
NCT00472199,Adverse Event,14,0.9664
NCT00472199,Adverse Event,20,0.9664
NCT00472199,Adverse Event,22,0.957
NCT00472199,Adverse Event,24,0.957
NCT00472199,Adverse Event,27,0.9475
NCT00472199,Adverse Event,28,0.9345
NCT00472199,Adverse Event,32,0.9313
NCT00472199,Adverse Event,34,0.9247
NCT00472199,Adverse Event,41,0.9247
NCT00472199,Adverse Event,42,0.9213
NCT00472199,Adverse Event,55,0.9076
NCT00472199,Adverse Event,71,0.9076
NCT00472199,Adverse Event,72,0.9006
NCT00472199,Adverse Event,82,0.8972
NCT00472199,Adverse Event,86,0.8901
NCT00472199,Adverse Event,101,0.8794
NCT00472199,Adverse Event,104,0.8723
NCT00472199,Adverse Event,128,0.8723
NCT00472199,Adverse Event,155,0.8686
NCT00472199,Adverse Event,158,0.8649
NCT00472199,Adverse Event,179,0.8649
NCT00472199,Adverse Event,180,0.8605
NCT00472199,Adverse Event,209,0.8605
NCT00472199,Lack of Efficacy,1,1
NCT00472199,Lack of Efficacy,11,1
NCT00472199,Lack of Efficacy,13,0.9968
NCT00472199,Lack of Efficacy,14,0.9968
NCT00472199,Lack of Efficacy,16,0.9905
NCT00472199,Lack of Efficacy,18,0.9905
NCT00472199,Lack of Efficacy,19,0.9841
NCT00472199,Lack of Efficacy,24,0.9841
NCT00472199,Lack of Efficacy,27,0.971
NCT00472199,Lack of Efficacy,28,0.9644
NCT00472199,Lack of Efficacy,33,0.961
NCT00472199,Lack of Efficacy,34,0.9542
NCT00472199,Lack of Efficacy,40,0.9508
NCT00472199,Lack of Efficacy,41,0.9371
NCT00472199,Lack of Efficacy,43,0.9371
NCT00472199,Lack of Efficacy,47,0.9337
NCT00472199,Lack of Efficacy,48,0.9337
